id,repository_id,url,stars,commit_count,sizes,fork,release_count,release_id,repos_addr
4044,26821320,https://github.com/googlesamples/android-MediaBrowserService,300,26,12899,122,0,NULL,NULL
4045,26664321,https://github.com/saulmm/OpenLibra-Material,366,43,538,83,0,NULL,NULL
4046,18997610,https://github.com/swagger-api/swagger-parser,246,843,2434,222,39,NULL,NULL
4047,26579287,https://github.com/miao1007/AnimeWallpaper,371,137,7986,87,1,NULL,NULL
4048,27067243,https://github.com/spotify/cassandra-reaper,232,501,23363,65,31,NULL,NULL
4050,26902090,https://github.com/guojunyi/PullDownListView,392,29,9162,112,0,NULL,NULL
4051,26954989,https://github.com/kyze8439690/RevealLayout,377,22,481,80,0,NULL,NULL
4052,26957822,https://github.com/Malinskiy/android-material-icons,403,12,318,57,3,NULL,NULL
4053,5755905,https://github.com/jtwig/jtwig,252,9,1912,44,28,NULL,NULL
4055,9349244,https://github.com/kobakei/Android-RateThisApp,440,225,1468,152,13,NULL,NULL
4056,27629686,https://github.com/inloop/easygcm,277,99,219,47,0,NULL,NULL
4057,27042490,https://github.com/yaa110/Effects-Pro,398,34,5400,104,1,NULL,NULL
4058,27898698,https://github.com/mgrzechocinski/dagger2-example,291,22,117,66,0,NULL,NULL
4059,1547663,https://github.com/archimatetool/archi,229,1581,107919,108,43,NULL,NULL
4060,19271154,https://github.com/JetBrains/xodus,464,1951,6794,46,12,NULL,NULL
4061,23589547,https://github.com/googlesamples/android-SwipeRefreshMultipleViews,245,24,135,78,0,NULL,NULL
4062,27404315,https://github.com/spring-cloud/spring-cloud-consul,394,573,73789,269,40,NULL,NULL
4063,26717500,https://github.com/h6ah4i/android-openslmediaplayer,338,184,8543,83,8,NULL,NULL
4064,19419198,https://github.com/dinosaurwithakatana/hacker-news-android,313,427,22193,36,51,NULL,NULL
4065,27443953,https://github.com/DIVERSIFY-project/amiunique,373,172,7544,60,0,NULL,NULL
4066,27823616,https://github.com/ongakuer/ViewPagerHeaderScrollDemo,308,8,4881,92,0,NULL,NULL
4067,27635562,https://github.com/lanxuezaipiao/IT-Interviews-Sharing,373,11,233,150,0,NULL,NULL
4068,27832469,https://github.com/googlesamples/android-WatchFace,251,30,2923,139,0,NULL,NULL
4069,27947499,https://github.com/actframework/actframework,388,1793,12676,76,84,NULL,NULL
4070,27618876,https://github.com/ijarobot/Android-Chat-Widget,212,9,3232,88,0,NULL,NULL
4071,24217298,https://github.com/reds-heig/logisim-evolution,271,473,36674,64,12,NULL,NULL
4072,6625613,https://github.com/pac4j/play-pac4j,323,512,892,74,43,NULL,NULL
4073,26891999,https://github.com/handsomezhou/PinyinSearchLibrary,444,115,19342,124,2,NULL,NULL
4074,26912319,https://github.com/marzika/Snapprefs,283,920,14844,109,2,NULL,NULL
4075,26888367,https://github.com/snazy/ohc,303,391,1047,51,21,NULL,NULL
4076,26985704,https://github.com/yandex-qatools/postgresql-embedded,344,216,296,64,33,NULL,NULL
4077,32554449,https://github.com/markzhai/LyricHere,314,60,5214,53,4,NULL,NULL
4078,26958185,https://github.com/super-csv/super-csv,299,431,27944,88,13,NULL,NULL
4079,25280395,https://github.com/dan-zx/rox-android,258,132,5306,86,2,NULL,NULL
4080,27116082,https://github.com/Jhuster/Android,262,30,1856,159,0,NULL,NULL
4081,27218929,https://github.com/yazeed44/MultiImagePicker,389,161,6024,99,10,NULL,NULL
4082,27285466,https://github.com/davidmoten/rxjava-extras,252,1423,2397,22,91,NULL,NULL
4083,27314060,https://github.com/egslava/edittext-mask,248,51,575,53,0,NULL,NULL
4084,27114760,https://github.com/TakWolf/Android-Lock9View,378,196,2869,100,15,NULL,NULL
4085,27657786,https://github.com/happyfish100/fastdfs-client-java,499,25,132,388,0,NULL,NULL
4086,15939233,https://github.com/martinpaljak/GlobalPlatformPro,231,539,17116,85,30,NULL,NULL
4087,21993347,https://github.com/Netflix/spectator,322,898,13245,76,80,NULL,NULL
4088,28236656,https://github.com/BlacKCaT27/CurrencyEditText,238,122,477,56,11,NULL,NULL
4089,27854923,https://github.com/pinguo-yuyidong/Camera2,284,41,1172,149,0,NULL,NULL
4090,27672357,https://github.com/henryyan/activiti-in-action-codes,302,10,8542,256,0,NULL,NULL
4091,19836746,https://github.com/Esri/arcgis-runtime-samples-android,334,2198,131394,907,14,NULL,NULL
4093,28166841,https://github.com/robolectric/robolectric-samples,335,48,129,112,0,NULL,NULL
4094,25745033,https://github.com/AndroidDeveloperLB/MaterialPreferenceLibrary,419,95,24902,83,15,NULL,NULL
4095,19612029,https://github.com/JoanZapata/android-asyncservice,344,130,2456,39,5,NULL,NULL
4096,28218038,https://github.com/Frank-Zhu/TriangleRectangleLabelView,456,7,601,75,0,NULL,NULL
4097,28255830,https://github.com/paulgavrikov/xiaomi-miband-android,262,4,4868,95,0,NULL,NULL
4098,28282796,https://github.com/careermonk/DataStructureAndAlgorithmsMadeEasyInJava,428,71,1486,580,0,NULL,NULL
4099,28270577,https://github.com/ogaclejapan/Qiitanium,244,21,6669,57,2,NULL,NULL
4100,28189944,https://github.com/ogaclejapan/RxBinding,207,16,399,25,3,NULL,NULL
4101,28267540,https://github.com/madcyph3r/AdvancedMaterialDrawer,210,134,33470,60,15,NULL,NULL
4102,27455045,https://github.com/itzikBraun/TutorialView,330,44,1679,56,1,NULL,NULL
4103,27634574,https://github.com/TheGreyGhost/MinecraftByExample,442,270,1658,95,0,NULL,NULL
4104,28484899,https://github.com/bkielczewski/example-spring-boot-security,293,2,100,209,0,NULL,NULL
4105,23892158,https://github.com/orhanobut/bee,272,69,1729,28,4,NULL,NULL
4106,28519984,https://github.com/StanKocken/SVG2Drawable,204,36,333,23,0,NULL,NULL
4107,28520119,https://github.com/naman14/PlayNewsStandDemo,336,8,10265,76,0,NULL,NULL
4108,28522972,https://github.com/Grarak/KernelAdiutor,459,1395,11433,326,3,NULL,NULL
4109,28534748,https://github.com/dexlex/DexMovingImageView,320,34,22601,60,1,NULL,NULL
4110,28571398,https://github.com/AndroidDeveloperLB/ListViewVariants,337,27,1366,77,1,NULL,NULL
4111,28589709,https://github.com/sakaiproject/sakai,385,46703,364161,524,19,NULL,NULL
4112,28595277,https://github.com/lwis/miband-notifier,243,82,1573,114,11,NULL,NULL
4113,28536755,https://github.com/athiele/key-promoter-fork,223,98,179,28,8,NULL,NULL
4114,25968382,https://github.com/digitalfondue/lavagna,383,1659,13022,47,31,NULL,NULL
4115,28609126,https://github.com/support-project/knowledge,430,1362,19420,116,91,NULL,NULL
4116,28623675,https://github.com/hudomju/android-swipe-to-dismiss-undo,230,36,229,92,0,NULL,NULL
4117,24286249,https://github.com/lightSky/InfiniteIndicator,496,102,30645,105,2,NULL,NULL
4118,28631793,https://github.com/ismoli/DynamicRecyclerView,339,10,75,45,0,NULL,NULL
4119,28663121,https://github.com/andforce/iBeebo,292,78,2729,67,0,NULL,NULL
4120,28910578,https://github.com/indywidualny/FaceSlim,241,555,55782,56,46,NULL,NULL
4121,4455789,https://github.com/ikew0ng/SwitchButton,347,9,359,193,0,NULL,NULL
4122,28837834,https://github.com/tajchert/BusWear,271,74,828,24,1,NULL,NULL
4123,28861257,https://github.com/C-Aniruddh/ACEMusicPlayer,303,3,10235,162,0,NULL,NULL
4124,28924109,https://github.com/yegor256/takes,429,2527,30346,136,134,NULL,NULL
4125,12960439,https://github.com/CorfuDB/CorfuDB,365,2324,465884,73,1,NULL,NULL
4126,28990502,https://github.com/bessemHmidi/AngularBeans,257,261,3961,94,1,NULL,NULL
4127,29077237,https://github.com/sockeqwe/annotationprocessing101,291,11,24,96,0,NULL,NULL
4128,29094941,https://github.com/h6ah4i/android-verticalseekbar,323,57,465,73,7,NULL,NULL
4129,29109764,https://github.com/MoshDev/AndroidIndicators,320,25,1964,38,1,NULL,NULL
4130,29129934,https://github.com/jesse01/WebViewJavascriptBridge,280,15,1062,94,0,NULL,NULL
4131,29201575,https://github.com/etsy/statsd-jvm-profiler,282,243,1079,78,17,NULL,NULL
4132,29303892,https://github.com/lucidworks/spark-solr,310,479,9804,185,32,NULL,NULL
4133,27994326,https://github.com/plafue/writeily-pro,254,267,7582,68,9,NULL,NULL
4134,29389127,https://github.com/linroid/Sky31Radio,419,49,27992,120,2,NULL,NULL
4135,29436870,https://github.com/sues-lee/SuesNews,451,42,10832,192,2,NULL,NULL
4136,29476598,https://github.com/inspectIT/inspectIT,415,317,18267,117,25,NULL,NULL
4137,29485063,https://github.com/chiuki/sliding-pane-layout,223,7,205,34,0,NULL,NULL
4138,29511473,https://github.com/FrozenFreeFall/Android-tv-widget,390,88,26763,172,3,NULL,NULL
4139,29525830,https://github.com/7heaven/bitmapMesh,414,30,25727,92,0,NULL,NULL
4140,29155477,https://github.com/Netflix/Surus,372,14,1166,81,0,NULL,NULL
4141,29571192,https://github.com/davidkiss/spring-boot-quartz-demo,252,15,19,166,0,NULL,NULL
4142,29623856,https://github.com/vaadin/vaadin-grid,328,1655,30737,139,115,NULL,NULL
4143,29673289,https://github.com/xuechinahb/AnimatorMenu,201,19,6184,47,0,NULL,NULL
4144,29680590,https://github.com/rahulrj/ChromeOverflowMenu,213,14,520,33,0,NULL,NULL
4146,29851010,https://github.com/njovy/AppRTCDemo,322,43,114976,187,15,NULL,NULL
4147,29894916,https://github.com/zzz40500/HeadsUp,425,19,4389,101,1,NULL,NULL
4148,29918105,https://github.com/txusballesteros/android-transformer,222,67,529,20,2,NULL,NULL
4149,29894924,https://github.com/hanks-zyh/SwipeRefreshLayout,315,13,1049,120,0,NULL,NULL
4150,29918398,https://github.com/woxblom/DragListView,408,151,375,126,45,NULL,NULL
4151,29606816,https://github.com/nielsutrecht/jwt-angular-spring,353,18,545,200,0,NULL,NULL
4152,29983392,https://github.com/geftimov/android-patternview,479,44,209,103,4,NULL,NULL
4153,29989374,https://github.com/spring-cloud/spring-cloud-zookeeper,262,397,29534,216,32,NULL,NULL
4154,29993866,https://github.com/gwenshap/kafka-examples,290,33,58,211,0,NULL,NULL
4155,30008423,https://github.com/hongyangAndroid/Android-ViewPagerIndicator,242,5,1274,99,0,NULL,NULL
4156,30021993,https://github.com/hongyangAndroid/Android-ProgressBarWidthNumber,470,6,1394,195,0,NULL,NULL
4157,28938268,https://github.com/ustwo/clockwise,346,88,226,47,0,NULL,NULL
4158,30107451,https://github.com/pedrovgs/TuentiTV,380,178,5090,96,0,NULL,NULL
4159,30144616,https://github.com/alexzaitsev/freepager,444,28,4387,94,1,NULL,NULL
4160,30167550,https://github.com/JayFang1993/ScanBook,261,26,18190,108,0,NULL,NULL
4161,27812454,https://github.com/graphhopper/map-matching,320,268,8396,146,5,NULL,NULL
4162,30254331,https://github.com/RustDT/RustDT,343,2063,6282,54,17,NULL,NULL
4163,30268065,https://github.com/fabiendevos/nanotasks,400,25,401,38,0,NULL,NULL
4164,30310864,https://github.com/spring-projects/spring-statemachine,491,623,14526,228,44,NULL,NULL
4165,3289399,https://github.com/cybergarage/cybergarage-upnp,217,240,3342,111,2,NULL,NULL
4166,30412905,https://github.com/pylerSM/YouTubeBackgroundPlayback,248,729,846,76,0,NULL,NULL
4168,30451130,https://github.com/zhengxiaopeng/Rocko-Android-Demos,348,16,5955,315,0,NULL,NULL
4169,30419413,https://github.com/eclipse/leshan,235,819,3984,188,22,NULL,NULL
4170,30486490,https://github.com/panyiho/NineGridView,275,6,1276,139,0,NULL,NULL
4171,30556432,https://github.com/JorgeCastilloPrz/EasyMVP,443,31,1867,80,0,NULL,NULL
4172,26934626,https://github.com/googlesamples/androidtv-sample-inputs,263,195,23988,129,0,NULL,NULL
4173,30615139,https://github.com/idio/wiki2vec,497,66,655,122,0,NULL,NULL
4174,30628859,https://github.com/waylau/netty-4-user-guide-demos,467,45,105,353,0,NULL,NULL
4175,30632896,https://github.com/LyndonChin/AndroidFlowLayout,450,32,575,117,0,NULL,NULL
4176,30272363,https://github.com/linkedin/Spyglass,246,89,327,87,0,NULL,NULL
4177,30677439,https://github.com/google/allocation-instrumenter,274,94,4614,55,5,NULL,NULL
4178,30664609,https://github.com/danielwegener/logback-kafka-appender,260,120,167,113,7,NULL,NULL
4179,27145735,https://github.com/JetBrains/intellij-sdk-docs,373,1402,17422,241,1,NULL,NULL
4180,30704335,https://github.com/chenjishi/luckymoney,212,36,2992,124,0,NULL,NULL
4181,30785397,https://github.com/zhaozhentao/KugouLayout,301,31,21341,99,0,NULL,NULL
4182,30807579,https://github.com/korhner/asciimg,301,24,1559,114,0,NULL,NULL
4183,30798759,https://github.com/lzyzsd/AndroidRandomColor,260,11,88,47,0,NULL,NULL
4184,30818789,https://github.com/denley/preferencebinder,235,77,671,22,0,NULL,NULL
4185,30837165,https://github.com/bjoernQ/unmock-plugin,243,67,155,12,20,NULL,NULL
4186,30823285,https://github.com/h6ah4i/android-materialshadowninepatch,459,46,741,65,7,NULL,NULL
4187,30872686,https://github.com/jbarrez/spring-boot-with-activiti-example,284,12,82,257,0,NULL,NULL
4188,30874140,https://github.com/hexene/LocalVPN,403,20,148,198,0,NULL,NULL
4189,30899031,https://github.com/anton46/Foursquare-CollectionPicker,317,47,995,58,2,NULL,NULL
4190,30939723,https://github.com/ysc/superword,216,950,61270,149,1,NULL,NULL
4191,30974252,https://github.com/im-qq/netty-chat,388,52,625,270,0,NULL,NULL
4192,30958839,https://github.com/JOML-CI/JOML,293,1656,17039,52,69,NULL,NULL
4193,31013448,https://github.com/tasomaniac/EmailAutoCompleteTextView,417,33,556,49,2,NULL,NULL
4194,35890978,https://github.com/google/caliper,483,539,8547,77,3,NULL,NULL
4195,31080602,https://github.com/jpkrause/AndroidProxySetter,220,39,200,54,6,NULL,NULL
4196,31075855,https://github.com/pwittchen/prefser,203,291,582,23,18,NULL,NULL
4197,466141,https://github.com/ianopolous/JPC,236,314,28980,37,1,NULL,NULL
4198,31242975,https://github.com/zhaozhentao/BooheeScrollView,458,10,6273,110,0,NULL,NULL
4199,31230445,https://github.com/lynfogeek/CollapsingHeader,214,5,863,27,0,NULL,NULL
4201,31336485,https://github.com/inaka/TinyTask,316,19,112,33,2,NULL,NULL
4202,31415856,https://github.com/stevensouza/automon,454,306,8341,118,3,NULL,NULL
4203,31421294,https://github.com/sdaschner/jaxrs-analyzer,298,253,1041,78,15,NULL,NULL
4204,31495654,https://github.com/zhaozhentao/MaterialImageView,338,10,1370,69,0,NULL,NULL
4205,31451609,https://github.com/googlesamples/android-nearby,395,33,480,277,0,NULL,NULL
4206,31522152,https://github.com/Doist/RecyclerViewExtensions,228,201,355,10,0,NULL,NULL
4207,31573151,https://github.com/WebBluetoothCG/ble-test-peripheral-android,234,222,537,84,3,NULL,NULL
4208,31645149,https://github.com/getlantern/firetweet,278,523,430534,76,0,NULL,NULL
4209,31586860,https://github.com/Serchinastico/CoolSwitch,454,15,818,64,2,NULL,NULL
4210,31661940,https://github.com/elki-project/elki,315,9526,38742,161,2,NULL,NULL
4211,31701271,https://github.com/hongyangAndroid/ColorTrackView,411,4,1319,125,0,NULL,NULL
4212,31708091,https://github.com/meddle0x53/learning-rxjava,265,123,430,110,3,NULL,NULL
4213,31717088,https://github.com/nuuneoi/StatedFragment,471,23,344,88,0,NULL,NULL
4214,29137950,https://github.com/NativeScript/android-runtime,241,2430,388114,62,42,NULL,NULL
4215,29241103,https://github.com/xbmc/Kore,292,701,35400,185,22,NULL,NULL
4216,18278156,https://github.com/WebGoat/WebGoat-Legacy,254,877,58665,166,5,NULL,NULL
4218,31857226,https://github.com/dkmeteor/Folder-ResideMenu,341,44,3775,85,0,NULL,NULL
4219,31894236,https://github.com/8tory/json2notification,208,85,771,40,2,NULL,NULL
4220,25021196,https://github.com/MewX/light-novel-library_Wenku8_Android,425,120,59753,193,11,NULL,NULL
4221,19696094,https://github.com/jxcore/jxm,230,83,7535,32,0,NULL,NULL
4222,32043884,https://github.com/wongcain/MVP-Simple-Demo,267,3,227,80,0,NULL,NULL
4223,32025525,https://github.com/Agasper/unity-android-notifications,313,76,5067,129,0,NULL,NULL
4224,32060368,https://github.com/slidenerd/materialtest,323,64,1271,277,0,NULL,NULL
4225,31976264,https://github.com/apache/cordova-plugin-whitelist,389,66,83,168,17,NULL,NULL
4226,26331131,https://github.com/iDevicesInc/SweetBlue,291,1752,53360,41,35,NULL,NULL
4227,32145955,https://github.com/hengyunabc/redis-id-generator,291,8,15,152,0,NULL,NULL
4228,32001142,https://github.com/promeG/XLog,307,38,790,64,2,NULL,NULL
4229,3068010,https://github.com/elastic/elasticsearch-analysis-smartcn,241,110,280,49,18,NULL,NULL
4230,32209829,https://github.com/7heaven/SHSwitchView,342,52,554,100,1,NULL,NULL
4231,32232605,https://github.com/kamilfb/mqtt-spy,324,347,5869,66,18,NULL,NULL
4232,32219624,https://github.com/x-stream/xstream,352,2592,20401,110,29,NULL,NULL
4234,12048721,https://github.com/SleepyTrousers/EnderIO,481,6996,61681,259,40,NULL,NULL
4236,32377028,https://github.com/otros-systems/otroslogviewer,245,438,6768,62,16,NULL,NULL
4237,32380229,https://github.com/vbauer/jackdaw,294,129,327,23,11,NULL,NULL
4238,32350715,https://github.com/kenumir/MaterialSettings,366,24,1461,63,6,NULL,NULL
4239,32427215,https://github.com/fizzed/rocker,352,327,2622,42,27,NULL,NULL
4240,32429036,https://github.com/AvatarQing/MiClockView,374,4,7625,88,0,NULL,NULL
4241,41334365,https://github.com/DSheirer/sdrtrunk,280,848,26715,60,35,NULL,NULL
4242,32393764,https://github.com/fan-wenjie/EasyPR-Java,305,35,46819,221,0,NULL,NULL
4243,32450954,https://github.com/NicodeLee/Beautyacticle,385,110,17650,76,0,NULL,NULL
4244,30915329,https://github.com/NordicSemiconductor/Android-nRF-Toolbox,440,154,10608,261,35,NULL,NULL
4245,32482568,https://github.com/mazurio/bodyweight-fitness-android,246,370,125923,79,13,NULL,NULL
4246,30971472,https://github.com/NordicSemiconductor/Android-DFU-Library,293,320,2205,139,17,NULL,NULL
4247,32533210,https://github.com/RUB-NDS/WS-Attacker,280,146,103839,88,7,NULL,NULL
4248,32535636,https://github.com/mybatis/redis-cache,251,142,1098,162,2,NULL,NULL
4249,32535364,https://github.com/gerrit-review/gerrit,326,28817,267083,117,198,NULL,NULL
4250,32626947,https://github.com/SumiMakito/AdvancedTextSwitcher,222,16,2348,32,3,NULL,NULL
4251,32583947,https://github.com/aporter/coursera-android-labs,328,9,68527,1675,0,NULL,NULL
4252,32435788,https://github.com/googlesamples/android-play-places,452,24,288,619,0,NULL,NULL
4253,32637929,https://github.com/android-awesome/Awesome-Material,221,88,1768,25,0,NULL,NULL
4254,32638292,https://github.com/florent37/DaVinci,230,84,1056,30,4,NULL,NULL
4255,32718140,https://github.com/shunfei/DCMonitor,226,95,5457,88,4,NULL,NULL
4256,32772468,https://github.com/EdwardRaff/JSAT,438,1542,3816,153,9,NULL,NULL
4257,32751172,https://github.com/loklak/loklak_server,500,2725,238696,209,2,NULL,NULL
4258,32778446,https://github.com/yqritc/RecyclerView-MultipleViewTypesAdapter,396,27,4559,98,7,NULL,NULL
4259,32796096,https://github.com/vgrec/EspressoExamples,333,38,494,67,0,NULL,NULL
4260,32798533,https://github.com/hot13399/spring-mvc-mini,419,53,710,340,0,NULL,NULL
4261,32823958,https://github.com/mesos/elasticsearch,249,1344,2963,98,19,NULL,NULL
4262,32398083,https://github.com/eclipse/buildship,384,2890,66243,102,30,NULL,NULL
4263,32855137,https://github.com/7heaven/CurtainSlidingMenu,313,19,6373,69,0,NULL,NULL
4264,32895330,https://github.com/milosmns/circular-slider-android,298,30,926,45,0,NULL,NULL
4265,32918188,https://github.com/LyndonChin/AndroidScreenSlidePager,213,21,17620,69,0,NULL,NULL
4266,33241390,https://github.com/springfox/springfox-demos,410,59,157,235,0,NULL,NULL
4267,32944108,https://github.com/alibaba/java-dns-cache-manipulator,331,145,335,106,8,NULL,NULL
4268,32952371,https://github.com/MKergall/osmbonuspack,319,438,39209,125,40,NULL,NULL
4269,32967859,https://github.com/drakeet/AndroidUIView,442,47,3849,121,0,NULL,NULL
4270,32836701,https://github.com/Samsung/GearVRf,375,2651,898558,205,255,NULL,NULL
4271,33065059,https://github.com/DevinShine/easyloadingbtn,294,5,96,46,0,NULL,NULL
4272,33401957,https://github.com/BluSunrize/ImmersiveEngineering,390,1435,28608,194,61,NULL,NULL
4273,33122723,https://github.com/arthurblake/log4jdbc,318,102,838,93,11,NULL,NULL
4275,33158735,https://github.com/googlesamples/android-XYZTouristAttractions,365,23,26397,165,0,NULL,NULL
4276,27592747,https://github.com/kinneyyan/36krReader,383,57,8637,99,0,NULL,NULL
4277,33178953,https://github.com/wqandroid/wqgallery,414,37,21059,123,2,NULL,NULL
4278,33231213,https://github.com/ilmila/J2EEScan,233,78,217,111,2,NULL,NULL
4279,32741886,https://github.com/mysql/mysql-connector-j,243,1791,24560,185,58,NULL,NULL
4280,33236450,https://github.com/airk000/Trigger,389,17,151,51,0,NULL,NULL
4281,33250810,https://github.com/GwtMaterialDesign/gwt-material,341,1562,6654,109,26,NULL,NULL
4282,33274353,https://github.com/ewolff/microservice,422,120,262,203,0,NULL,NULL
4283,33274869,https://github.com/florent37/WearMenu,300,25,3832,40,0,NULL,NULL
4284,33237039,https://github.com/spring-guides/gs-spring-boot-docker,271,113,427,403,14,NULL,NULL
4285,33362844,https://github.com/AndroidDeveloperLB/LollipopContactsRecyclerViewFastScroller,499,37,1787,86,4,NULL,NULL
4286,25301488,https://github.com/jsettlers/settlers-remake,237,5305,485697,88,7,NULL,NULL
4287,32186730,https://github.com/kostaskougios/cloning,257,127,340,52,2,NULL,NULL
4288,33491843,https://github.com/espertechinc/esper,424,737,33061,153,12,NULL,NULL
4289,50209125,https://github.com/klausw/hackerskeyboard,498,1433,12420,170,90,NULL,NULL
4290,33515465,https://github.com/gqdy365/WeiboPopupWindow,237,6,4216,58,0,NULL,NULL
4291,33530587,https://github.com/cundong/MemoryMonitor,270,50,4141,97,0,NULL,NULL
4292,33542464,https://github.com/openproject/AndroidDigest,452,80,10343,107,0,NULL,NULL
4293,31654689,https://github.com/callistaenterprise/blog-microservices,338,181,1204,268,14,NULL,NULL
4294,33609151,https://github.com/hankcs/AhoCorasickDoubleArrayTrie,350,37,3189,144,4,NULL,NULL
4295,33606056,https://github.com/kevinlawler/kerf,314,181,40719,22,0,NULL,NULL
4296,33671169,https://github.com/yacy/yacy_search_androidclient,302,57,279,7,3,NULL,NULL
4297,27452807,https://github.com/broadinstitute/gatk,428,3445,234364,168,26,NULL,NULL
4298,33672033,https://github.com/blanyal/Remindly,480,103,2402,184,0,NULL,NULL
4299,33747426,https://github.com/richk/CourseraDemoApp,291,26,2123,63,0,NULL,NULL
4300,33691851,https://github.com/martino2k6/StoreBox,205,96,358,20,7,NULL,NULL
4301,33767742,https://github.com/romannurik/dashclock,472,257,5921,124,20,NULL,NULL
4302,33809366,https://github.com/boxme/ParallaxHeaderViewPager,282,16,505,101,0,NULL,NULL
4303,33784063,https://github.com/serso/android-linear-layout-manager,401,35,142,84,0,NULL,NULL
4304,33813213,https://github.com/chemouna/Decor,303,88,1651,27,1,NULL,NULL
4305,33852422,https://github.com/android-cjj/ComicReader,413,14,16617,150,0,NULL,NULL
4306,33839920,https://github.com/fangyidong/json-simple,420,30,376,215,5,NULL,NULL
4307,33917951,https://github.com/erickok/RxCupboard,256,38,139,14,5,NULL,NULL
4308,33921640,https://github.com/ZieIony/MaterialRecents,473,14,2063,114,0,NULL,NULL
4310,33951162,https://github.com/AlexKolpa/fab-toolbar,303,14,266,62,0,NULL,NULL
4311,33990579,https://github.com/eccyan/SpinningTabStrip,262,19,5794,34,2,NULL,NULL
4312,52040340,https://github.com/wildfly-swarm/wildfly-swarm,256,3986,20057,197,57,NULL,NULL
4313,34069885,https://github.com/T-Spoon/Android-Developer-Toolbelt,264,6,255,30,0,NULL,NULL
4314,34076630,https://github.com/edolganov/live-chat-engine,216,22,25091,55,4,NULL,NULL
4315,34100441,https://github.com/bbottema/simple-java-mail,351,691,6091,96,21,NULL,NULL
4316,34008165,https://github.com/vmware/lightwave,243,1539,46660,85,5,NULL,NULL
4317,30933832,https://github.com/Microsoft/cordova-samples,321,219,34533,787,0,NULL,NULL
4318,34372655,https://github.com/EspressifApp/EsptouchForAndroid,329,37,2502,176,15,NULL,NULL
4319,34394580,https://github.com/henrytao-me/android-md-core,229,280,4983,40,4,NULL,NULL
4320,34401698,https://github.com/tipsy/j2html,378,224,284,79,11,NULL,NULL
4321,20675635,https://github.com/apache/parquet-format,352,237,487,143,13,NULL,NULL
4322,34466842,https://github.com/KeepSafe/MultiStateAnimation,389,31,462,48,3,NULL,NULL
4323,34471800,https://github.com/java-decompiler/jd-eclipse,417,6,1155,158,1,NULL,NULL
4324,34499553,https://github.com/ganhuo/Android-Ganhuo,299,4,569,110,0,NULL,NULL
4325,33025293,https://github.com/niranjan94/show-java,454,352,19968,145,10,NULL,NULL
4326,34694674,https://github.com/pizza/MaterialTabs,239,265,29082,43,4,NULL,NULL
4327,34573879,https://github.com/wuyexiong/WechatLikeBottomTabUI,229,3,235,45,1,NULL,NULL
4329,34606608,https://github.com/grandstaish/hello-mvp-dagger-2,460,44,152,72,0,NULL,NULL
4330,34677782,https://github.com/OWASP/java-html-sanitizer,311,418,27980,96,14,NULL,NULL
4331,34685800,https://github.com/diffplug/spotless,364,932,16204,56,73,NULL,NULL
4332,34732220,https://github.com/MaLeLabTs/RegexGenerator,450,32,11709,67,1,NULL,NULL
4333,36057260,https://github.com/apache/activemq-artemis,330,5531,52792,357,21,NULL,NULL
4334,34826767,https://github.com/Big-Data-Manning/big-data-code,280,4,197,141,0,NULL,NULL
4335,34824538,https://github.com/watson-developer-cloud/java-sdk,494,2598,239522,467,57,NULL,NULL
4337,34905624,https://github.com/ossrs/srs-sea,301,2,236,176,0,NULL,NULL
4338,34847604,https://github.com/fossasia/rp15,357,153,9437,21,0,NULL,NULL
4339,34941290,https://github.com/CodeFalling/RecyclerViewSwipeDismiss,422,35,149,91,5,NULL,NULL
4340,34951729,https://github.com/blundell/QuickSand,395,98,8873,44,2,NULL,NULL
4341,34994223,https://github.com/cdflynn/crossview,318,15,247,49,2,NULL,NULL
4342,35007143,https://github.com/takahirom/android-postfix-plugin,308,92,156,44,10,NULL,NULL
4343,33567586,https://github.com/uber/phabricator-jenkins-plugin,290,433,2281,70,18,NULL,NULL
4344,35157623,https://github.com/sangmingming/StickerView,283,8,371,82,0,NULL,NULL
4345,35176606,https://github.com/dmytrodanylyk/realm-browser,285,33,930,43,0,NULL,NULL
4346,35185761,https://github.com/pedrovgs/Nox,281,194,8810,50,1,NULL,NULL
4347,35222587,https://github.com/sinpolib/nfcard,240,10,787,97,7,NULL,NULL
4348,35234391,https://github.com/livelessons-spring/building-microservices,454,31,750,395,0,NULL,NULL
4349,35304422,https://github.com/florent37/PicassoPalette,347,57,1207,37,1,NULL,NULL
4350,35277775,https://github.com/caplogic/Mappedbus,439,209,666,86,5,NULL,NULL
4351,35324939,https://github.com/tarek360/Material-Animation-Samples,237,16,1771,49,0,NULL,NULL
4352,35358657,https://github.com/google/MOE,272,232,11883,51,0,NULL,NULL
4353,35441144,https://github.com/exallium/RxRecyclerView,341,59,174,19,7,NULL,NULL
4354,35423010,https://github.com/xiprox/MarkView,209,8,106,30,2,NULL,NULL
4355,35534645,https://github.com/greatyao/v2ex-android,492,208,4836,151,6,NULL,NULL
4356,49264819,https://github.com/florent37/Freezer,324,204,3040,46,14,NULL,NULL
4357,35558004,https://github.com/arun-gupta/microservices,482,180,341282,286,0,NULL,NULL
4358,35567363,https://github.com/florent37/MaterialImageLoading,401,29,5050,57,0,NULL,NULL
4359,35587317,https://github.com/android-quick-dev/NonViewUtils,224,32,3175,117,0,NULL,NULL
