id,repository_id,url,stars,commit_count,sizes,fork,release_count,release_id,repos_addr
3301,8956674,https://github.com/pmerienne/trident-ml,379,129,13815,88,4,NULL,NULL
3302,9805058,https://github.com/kaze0/winky,216,10,192,42,0,NULL,NULL
3303,9384432,https://github.com/Beh01der/EasyFlow,343,58,121,68,5,NULL,NULL
3304,8946144,https://github.com/yahoo/storm-yarn,412,154,36344,165,0,NULL,NULL
3305,9594425,https://github.com/belerweb/pinyin4j,498,21,461,163,1,NULL,NULL
3306,9836833,https://github.com/restx/restx,408,1345,7825,76,26,NULL,NULL
3307,9857053,https://github.com/spotify/netty-zmtp,220,272,577,51,8,NULL,NULL
3308,9882334,https://github.com/timboudreau/netty-http-client,227,184,503,99,0,NULL,NULL
3309,9321231,https://github.com/pusuo/patchca,226,10,130,131,1,NULL,NULL
3310,2988730,https://github.com/jsonld-java/jsonld-java,245,785,2372,108,20,NULL,NULL
3311,9185941,https://github.com/segmentio/analytics-android,246,1462,44109,123,110,NULL,NULL
3312,9965703,https://github.com/wurstmeister/storm-kafka-0.8-plus,207,60,544,185,4,NULL,NULL
3313,9782319,https://github.com/mopub/mopub-android-sdk,386,107,6338,431,71,NULL,NULL
3314,10061846,https://github.com/surespot/android,360,2121,36148,168,8,NULL,NULL
3315,9467906,https://github.com/dayatang/dddlib,265,2310,52576,149,18,NULL,NULL
3316,9984954,https://github.com/square/otto-intellij-plugin,460,40,1439,48,0,NULL,NULL
3317,9941578,https://github.com/novoda/merlin,402,762,2451,50,25,NULL,NULL
3318,9172467,https://github.com/dbachelder/CreditCardEntry,473,125,2021,150,16,NULL,NULL
3319,9961343,https://github.com/Nilhcem/hosts-editor-android,248,135,3708,91,5,NULL,NULL
3320,10075700,https://github.com/amigold/FunDapter,294,32,1835,65,0,NULL,NULL
3321,10113304,https://github.com/cobbzilla/s3s3mirror,287,118,136700,77,0,NULL,NULL
3322,1553628,https://github.com/six2six/fixture-factory,274,283,434,68,7,NULL,NULL
3323,489859,https://github.com/jclouds/legacy-jclouds,487,8048,74892,231,63,NULL,NULL
3324,8206890,https://github.com/secure-software-engineering/soot-infoflow-android,209,693,72911,150,3,NULL,NULL
3325,10102415,https://github.com/pkainulainen/spring-mvc-test-examples,274,98,486,417,0,NULL,NULL
3326,10144081,https://github.com/benas/random-beans,494,997,2113,87,14,NULL,NULL
3327,10150143,https://github.com/timols/java-gitlab-api,257,417,871,252,19,NULL,NULL
3328,10151963,https://github.com/timols/jenkins-gitlab-merge-request-builder-plugin,309,215,297,107,14,NULL,NULL
3329,10155417,https://github.com/bmuschko/gradle-in-action-source,340,170,4878,218,1,NULL,NULL
3330,10172626,https://github.com/jitsi/jitsi-android,376,352,71441,247,167,NULL,NULL
3331,9220898,https://github.com/andraskindler/quickscroll,454,13,1869,160,1,NULL,NULL
3332,9284153,https://github.com/LambergaR/VerticalViewPager,276,8,200,136,0,NULL,NULL
3333,1520916,https://github.com/wocommunity/wonder,202,13705,402775,160,76,NULL,NULL
3334,9585361,https://github.com/mkuklis/phonegap-websocket,210,118,452,82,1,NULL,NULL
3335,1461609,https://github.com/zanata/zanata-server,217,12932,192491,58,109,NULL,NULL
3337,10288749,https://github.com/pkainulainen/spring-data-jpa-examples,464,251,587,602,0,NULL,NULL
3338,10300045,https://github.com/gdg-x/frisbee,273,2273,12470,185,66,NULL,NULL
3339,10305633,https://github.com/rcarz/jira-client,283,280,437,256,5,NULL,NULL
3340,5023198,https://github.com/bujiio/buji-pac4j,322,224,272,80,22,NULL,NULL
3341,2571524,https://github.com/dkandalov/live-plugin,276,963,58446,26,21,NULL,NULL
3342,10330426,https://github.com/winghc/hadoop2x-eclipse-plugin,479,29,136744,562,0,NULL,NULL
3343,10325742,https://github.com/mogoweb/chromium_webview,445,80,234698,155,0,NULL,NULL
3344,10329015,https://github.com/ObjectLayout/ObjectLayout,379,232,2145,27,0,NULL,NULL
3345,10360145,https://github.com/rdrobinson3/VolleyImageCacheExample,301,9,1720,129,0,NULL,NULL
3346,10348160,https://github.com/nicolasjafelle/SherlockNavigationDrawer,255,58,5891,106,0,NULL,NULL
3347,10311319,https://github.com/OpenHFT/Java-Lang,259,1061,86989,78,68,NULL,NULL
3348,10436592,https://github.com/ManuelPeinado/QuickReturnHeader,388,7,939,161,0,NULL,NULL
3349,10473349,https://github.com/Joisar/LockScreenApp,286,8,1481,225,0,NULL,NULL
3350,10448161,https://github.com/ahmetaa/zemberek-nlp,493,950,48458,101,0,NULL,NULL
3351,10442316,https://github.com/markusfisch/ShaderEditor,276,468,6055,75,35,NULL,NULL
3352,8271291,https://github.com/yegor256/rultor,343,4158,90890,104,230,NULL,NULL
3353,10507913,https://github.com/NTRUOpenSourceProject/ntru-crypto,241,212,7267,81,0,NULL,NULL
3355,10266565,https://github.com/zeroturnaround/zt-exec,445,205,310,57,7,NULL,NULL
3356,10275891,https://github.com/trautonen/coveralls-maven-plugin,274,310,804,94,16,NULL,NULL
3357,10642495,https://github.com/noinnion/newsplus,306,383,693913,74,0,NULL,NULL
3358,10659175,https://github.com/joshlong/the-spring-rest-stack,319,214,5173,218,1,NULL,NULL
3359,10599140,https://github.com/alexxiyang/shiro-redis,464,154,721,273,1,NULL,NULL
3360,10671071,https://github.com/melix/deck2pdf,211,53,375,32,3,NULL,NULL
3361,10439417,https://github.com/uwolfer/gerrit-intellij-plugin,259,663,1828,62,55,NULL,NULL
3362,10720144,https://github.com/easonhan007/webdriver_guide,493,160,1719,296,0,NULL,NULL
3363,4723952,https://github.com/octo-technology/sonar-objective-c,419,169,2279,178,5,NULL,NULL
3364,9972351,https://github.com/skavanagh/EC2Box,380,324,2194,59,63,NULL,NULL
3365,10808572,https://github.com/davidmoten/geo,254,358,373,61,12,NULL,NULL
3366,10762348,https://github.com/peter-lawrey/HugeCollections-OLD,275,766,11446,53,11,NULL,NULL
3367,8575948,https://github.com/NGDATA/hbase-indexer,255,623,3376,184,14,NULL,NULL
3368,10289407,https://github.com/codepath/android-rest-client-template,288,183,3157,165,0,NULL,NULL
3370,10866521,https://github.com/clun/ff4j,445,780,8993,131,20,NULL,NULL
3371,10984947,https://github.com/wuman/android-oauth-client,412,101,515,115,17,NULL,NULL
3372,10917000,https://github.com/carrot2/elasticsearch-carrot2,229,278,997,37,39,NULL,NULL
3373,7018193,https://github.com/atermenji/IconicDroid,390,49,785,117,0,NULL,NULL
3374,10943591,https://github.com/awslabs/dynamodb-transactions,255,27,149,76,0,NULL,NULL
3375,11074870,https://github.com/movisens/SmartGattLib,239,69,193,69,21,NULL,NULL
3376,11020323,https://github.com/dodola/WaterFallExt,208,8,569,128,0,NULL,NULL
3377,11103692,https://github.com/firebase/AndroidChat,494,27,7336,415,0,NULL,NULL
3378,10983050,https://github.com/dropbox/dropbox-sdk-java,298,369,26762,295,34,NULL,NULL
3379,11168529,https://github.com/easemob/sdkexamples-android,246,1002,23629,184,32,NULL,NULL
3380,11194460,https://github.com/jexp/neo4j-shell-tools,245,81,274,56,0,NULL,NULL
3381,9938754,https://github.com/opensourceBIM/BIMserver,458,3979,616414,278,74,NULL,NULL
3382,11075217,https://github.com/tvbarthel/ChaseWhisplyProject,469,873,14505,257,10,NULL,NULL
3383,10963307,https://github.com/DroidPHP/DroidPHP,252,194,51770,126,1,NULL,NULL
3384,11108653,https://github.com/Udinic/SyncAdapter,247,21,550,104,0,NULL,NULL
3385,11412969,https://github.com/alibaba/cobarclient,491,20,968,371,2,NULL,NULL
3386,1684771,https://github.com/vinc3m1/android-segmentedradiobutton,496,17,168,173,0,NULL,NULL
3387,9557155,https://github.com/krasa/EclipseCodeFormatter,288,231,140483,58,19,NULL,NULL
3388,11048450,https://github.com/diegoceccarelli/json-wikipedia,228,107,28038,38,0,NULL,NULL
3389,11403607,https://github.com/draptik/angulardemorestful,249,89,5693,239,7,NULL,NULL
3390,11259928,https://github.com/lopspower/AndroidWebServer,275,23,458,85,0,NULL,NULL
3391,7110612,https://github.com/openml/OpenML,259,1428,450801,50,0,NULL,NULL
3392,1178929,https://github.com/shiffman/Most-Pixels-Ever-Processing,258,342,121145,65,4,NULL,NULL
3393,11453959,https://github.com/easymock/objenesis,271,583,3001,52,14,NULL,NULL
3394,11543556,https://github.com/viezel/NappDrawer,262,190,21128,130,9,NULL,NULL
3395,11551617,https://github.com/nurkiewicz/async-retry,348,104,622,57,9,NULL,NULL
3396,11501340,https://github.com/Pirngruber/AndroidIM,438,37,2391,376,0,NULL,NULL
3397,9767964,https://github.com/ksksue/PhysicaloidLibrary,267,48,1152,117,0,NULL,NULL
3398,11545371,https://github.com/OpenMods/OpenBlocks,258,2213,13843,120,0,NULL,NULL
3399,11576008,https://github.com/umano/MultiItemRowListAdapter,358,11,976,116,0,NULL,NULL
3400,11364812,https://github.com/jensstein/oandbackup,252,606,1588,45,19,NULL,NULL
3401,12013026,https://github.com/protegeproject/webprotege,241,3466,62447,113,5,NULL,NULL
3402,10317164,https://github.com/flavienlaurent/poppyview,421,17,1052,113,0,NULL,NULL
3403,8791900,https://github.com/im-qq/webqq-core,343,58,6497,202,0,NULL,NULL
3404,11608365,https://github.com/bitronix/btm,282,975,8314,105,4,NULL,NULL
3405,8249948,https://github.com/owlcs/owlapi,346,2586,145740,198,49,NULL,NULL
3406,11724937,https://github.com/puniverse/comsat,485,867,20220,76,8,NULL,NULL
3407,11507244,https://github.com/jaeksoft/opensearchserver,293,5443,515519,134,56,NULL,NULL
3408,11730361,https://github.com/LeonardoCardoso/Android-Link-Preview,320,44,5539,97,1,NULL,NULL
3409,8220233,https://github.com/fixteam/fixflow,439,1868,122558,259,6,NULL,NULL
3410,10180475,https://github.com/xplodwild/android_packages_apps_Focal,480,499,41997,264,0,NULL,NULL
3412,16086756,https://github.com/PaulTR/AndroidDemoProjects,495,176,36688,410,0,NULL,NULL
3413,11415411,https://github.com/editorconfig/editorconfig-jetbrains,245,60,399,16,9,NULL,NULL
3414,11839224,https://github.com/applidium/HeaderListView,320,40,596,107,0,NULL,NULL
3415,11776769,https://github.com/jonfhancock/JsonToJava,290,50,62810,82,0,NULL,NULL
3416,11900505,https://github.com/flavienlaurent/PanningView,218,4,4872,70,0,NULL,NULL
3417,11828845,https://github.com/jenkinsci/mesos-plugin,276,394,719,155,30,NULL,NULL
3418,11818711,https://github.com/grossopa/weixin-mp-java,224,15,426,162,3,NULL,NULL
3419,9433089,https://github.com/ophilbert/ActivityTransition,260,5,573,81,0,NULL,NULL
3420,11923310,https://github.com/entertailion/Fling,351,41,3324,60,0,NULL,NULL
3421,12039327,https://github.com/mauimauer/cheapcast,356,17,1584,98,1,NULL,NULL
3423,10624930,https://github.com/aerogear/aerogear-unifiedpush-server,367,3029,153122,199,48,NULL,NULL
3424,11966919,https://github.com/bobbylight/RSyntaxTextArea,481,626,10001,148,40,NULL,NULL
3425,10582468,https://github.com/Glitchfiend/BiomesOPlenty,280,1518,29758,152,18,NULL,NULL
3426,12096559,https://github.com/ankurkotwal/making-apps-beautiful,252,1,2580,51,0,NULL,NULL
3427,11797332,https://github.com/wmixvideo/nfe,332,1448,19161,227,31,NULL,NULL
3428,12056613,https://github.com/katzer/cordova-plugin-email-composer,299,360,46876,286,25,NULL,NULL
3429,12059583,https://github.com/kstyrc/embedded-redis,419,144,8669,150,6,NULL,NULL
3430,8282354,https://github.com/cricklet/Android-PanesLibrary,325,42,821,111,0,NULL,NULL
3431,1072614,https://github.com/spring-projects/spring-data-commons,342,1689,8830,343,123,NULL,NULL
3432,12134164,https://github.com/futuresimple/android-db-commons,234,430,719,26,38,NULL,NULL
3433,1768380,https://github.com/spring-projects/spring-social-facebook,219,1295,9337,244,27,NULL,NULL
3434,5748636,https://github.com/spring-projects/spring-data-solr,304,711,4548,213,86,NULL,NULL
3435,9349347,https://github.com/spring-projects/spring-xd,452,2768,28778,302,27,NULL,NULL
3437,3456296,https://github.com/spring-projects/spring-shell,320,425,5897,236,18,NULL,NULL
3438,1088796,https://github.com/spring-projects/spring-amqp,416,1417,10135,361,94,NULL,NULL
3439,1082631,https://github.com/spring-projects/spring-batch-admin,227,469,3984,288,14,NULL,NULL
3440,5956464,https://github.com/spring-projects/rest-shell,434,79,572,96,1,NULL,NULL
3441,3149449,https://github.com/spring-projects/spring-security-saml,252,578,4508,358,9,NULL,NULL
3442,11944439,https://github.com/brettwooldridge/NuProcess,347,373,845,44,22,NULL,NULL
3443,12197277,https://github.com/OpherV/gitflow4idea,322,304,4571,67,33,NULL,NULL
3444,78869127,https://github.com/duckduckgo/Android,498,426,14274,136,45,NULL,NULL
3445,12231724,https://github.com/protegeproject/protege,359,3740,43678,114,23,NULL,NULL
3446,12273742,https://github.com/gabrielemariotti/colorpickercollection,381,36,1059,62,2,NULL,NULL
3447,12287957,https://github.com/zhiyuncloud/aixuexiao,248,12,11706,253,0,NULL,NULL
3448,12349169,https://github.com/klinker41/android-smsmms,431,509,2995,143,5,NULL,NULL
3449,12356701,https://github.com/melin/super-diamond,434,250,2284,296,0,NULL,NULL
3450,12363652,https://github.com/scireum/s3ninja,213,169,1856,58,16,NULL,NULL
3451,12370450,https://github.com/nicolasjafelle/PagingListView,385,45,928,125,0,NULL,NULL
3452,1118081,https://github.com/FasterXML/jackson-datatype-hibernate,213,426,1131,91,75,NULL,NULL
3453,6473894,https://github.com/daimajia/little-bear-dictionary,270,32,9691,123,0,NULL,NULL
3454,4107556,https://github.com/routerkeygen/routerkeygenAndroid,361,461,11317,152,25,NULL,NULL
3455,12382547,https://github.com/sheimi/SGit,309,401,25074,111,7,NULL,NULL
3456,12387895,https://github.com/pakerfeldt/okhttp-signpost,250,41,91,35,1,NULL,NULL
3457,10370312,https://github.com/youtube/yt-direct-lite-android,236,13,6040,147,0,NULL,NULL
3458,12390121,https://github.com/google/compile-testing,435,290,596,83,15,NULL,NULL
3459,15683832,https://github.com/kolavar/android-support-v4-preferencefragment,387,18,871,138,0,NULL,NULL
3460,12450897,https://github.com/huaban/elasticsearch-analysis-jieba,249,87,1936,73,4,NULL,NULL
3461,12241656,https://github.com/allegro/grunt-maven-plugin,222,167,318,35,20,NULL,NULL
3462,12498175,https://github.com/code4craft/jsoup-learning,480,50,1004,200,0,NULL,NULL
3463,12250505,https://github.com/google/patchfield,267,237,21484,34,0,NULL,NULL
3464,12504675,https://github.com/code4craft/xsoup,291,112,207,97,8,NULL,NULL
3465,12602719,https://github.com/awslabs/dynamodb-geo,216,14,12831,70,0,NULL,NULL
3466,12590126,https://github.com/jcabi/jcabi-aspects,371,801,5258,115,32,NULL,NULL
3467,12554522,https://github.com/ical4j/ical4j,302,1916,18765,95,52,NULL,NULL
3468,12644632,https://github.com/torryharris/TH-ProgressButton,410,12,891,123,0,NULL,NULL
3469,12328480,https://github.com/sendgrid/sendgrid-java,223,478,4389,232,40,NULL,NULL
3470,1421700,https://github.com/spring-projects/spring-social-samples,483,290,1011,817,3,NULL,NULL
3471,12573756,https://github.com/vRallev/OpenCV,262,9,443,86,0,NULL,NULL
3472,1463755,https://github.com/spring-projects/spring-amqp-samples,350,121,430,272,0,NULL,NULL
3473,3207878,https://github.com/spring-projects/spring-ide,240,8183,735451,104,109,NULL,NULL
3474,12578911,https://github.com/javamonkey/beetl2.0,286,588,16874,88,3,NULL,NULL
3475,11772159,https://github.com/spring-guides/gs-spring-boot,303,172,477,541,15,NULL,NULL
3476,4805389,https://github.com/spring-projects/eclipse-integration-gradle,311,572,3180,111,34,NULL,NULL
3477,12751351,https://github.com/wordpress-mobile/PasscodeLock-Android,333,126,508,145,6,NULL,NULL
3478,12276123,https://github.com/spring-projects/spring-hadoop-samples,347,90,4249,365,3,NULL,NULL
3479,12532408,https://github.com/stephanenicolas/boundbox,230,229,4989,17,4,NULL,NULL
3480,5196635,https://github.com/irccloud/android,209,2689,15170,71,89,NULL,NULL
3481,12641222,https://github.com/grote/Transportr,369,1088,44807,104,30,NULL,NULL
3482,13157283,https://github.com/jmacglashan/burlap,218,1013,156778,148,0,NULL,NULL
3483,3016145,https://github.com/knowitall/reverb,406,163,12153,115,2,NULL,NULL
3484,12471853,https://github.com/timroes/EnhancedListView,478,52,1316,172,10,NULL,NULL
3486,12801725,https://github.com/codelibs/fess,306,2898,38837,78,69,NULL,NULL
3487,11826393,https://github.com/elastic/elasticsearch-metrics-reporter-java,217,72,104,92,3,NULL,NULL
3488,13040953,https://github.com/rometools/rome,432,634,72997,116,14,NULL,NULL
3489,13062062,https://github.com/torakiki/pdfsam,498,969,8661,87,22,NULL,NULL
3490,1859178,https://github.com/alibaba/asyncload,449,23,97,245,1,NULL,NULL
3491,12948993,https://github.com/pyricau/shipfaster,336,30,29630,51,0,NULL,NULL
3492,8935224,https://github.com/ygorbarboza/AKParallax-Android,254,26,3646,100,0,NULL,NULL
3493,12067623,https://github.com/JakeWharton/gradle-android-test-plugin,338,81,517,57,1,NULL,NULL
3494,13016684,https://github.com/flavienlaurent/flavienlaurent.com,210,2,112,89,0,NULL,NULL
3495,12971629,https://github.com/sourab-sharma/TouchToRecord,285,49,33645,111,0,NULL,NULL
3496,13061692,https://github.com/guoding83128/OpenDL,218,25,134706,104,0,NULL,NULL
3497,13178020,https://github.com/mttkay/memento,208,51,1108,19,2,NULL,NULL
3499,4007590,https://github.com/iipc/openwayback,226,3333,50088,138,11,NULL,NULL
3500,13200909,https://github.com/devadvance/circularseekbar,407,41,55,121,0,NULL,NULL
3501,12539633,https://github.com/michel-kraemer/gradle-download-task,283,264,848,40,20,NULL,NULL
3502,13121000,https://github.com/chrisjenx/Paralloid,445,77,2544,90,0,NULL,NULL
3503,13275435,https://github.com/ragunathjawahar/adapter-kit,382,18,359,48,1,NULL,NULL
3504,13300550,https://github.com/novoda/spikes,471,2775,103431,104,11,NULL,NULL
3505,13075200,https://github.com/indeedeng/proctor,255,621,1415,61,82,NULL,NULL
3506,12903179,https://github.com/sialcasa/mvvmFX,249,1037,5410,70,20,NULL,NULL
3507,8715861,https://github.com/impossibl/pgjdbc-ng,373,756,16901,74,8,NULL,NULL
3508,13325401,https://github.com/Adobe-Consulting-Services/acs-aem-commons,270,3341,15338,350,97,NULL,NULL
3509,41789471,https://github.com/cloverstudio/Spika,498,162,27173,352,0,NULL,NULL
3510,13398275,https://github.com/tyczj/MapNavigator,238,19,910,107,0,NULL,NULL
3512,13363907,https://github.com/LatencyUtils/LatencyUtils,314,92,708,35,9,NULL,NULL
3513,13370144,https://github.com/tbroyer/gradle-errorprone-plugin,343,164,526,19,16,NULL,NULL
3514,13143236,https://github.com/katjahahn/PortEx,238,721,170414,53,12,NULL,NULL
3515,13327023,https://github.com/tommy351/ehreader-android,328,94,5871,49,8,NULL,NULL
3516,7544679,https://github.com/JetBrains/jediterm,240,810,97531,77,1,NULL,NULL
3517,13423894,https://github.com/AndroidDeveloperLB/AndroidJniBitmapOperations,456,76,2018,136,0,NULL,NULL
3518,13353426,https://github.com/cinchapi/concourse,297,4564,35214,266,25,NULL,NULL
3519,13479326,https://github.com/kenumir/android-calendar-card,472,32,1013,157,2,NULL,NULL
3520,12642601,https://github.com/senzhk/ADBKeyBoard,277,18,879,97,0,NULL,NULL
3521,13492366,https://github.com/NLPchina/elasticsearch-analysis-ansj,362,224,17539,143,57,NULL,NULL
3522,12721696,https://github.com/RamosLi/dbay-apns-for-java,226,22,879,154,0,NULL,NULL
3523,12891581,https://github.com/fpj/zookeeper-book-example,233,18,101,168,0,NULL,NULL
3524,12678542,https://github.com/codelibs/elasticsearch-river-web,218,204,327,53,16,NULL,NULL
3525,12993550,https://github.com/pires/obd-java-api,412,244,422,232,26,NULL,NULL
3526,9821876,https://github.com/caelum/vraptor4,332,3759,14117,309,32,NULL,NULL
3527,13036858,https://github.com/dlew/android-movies-demo,357,64,2357,98,1,NULL,NULL
3528,13585181,https://github.com/jpush/jpush-api-java-client,397,585,12641,278,36,NULL,NULL
3529,13489544,https://github.com/jhalterman/lyra,246,218,1062,72,13,NULL,NULL
3531,13620009,https://github.com/negusoft/holoaccent,406,178,3022,40,6,NULL,NULL
3532,13363729,https://github.com/freedomotic/freedomotic,258,1478,142162,414,9,NULL,NULL
3533,1567174,https://github.com/cf-samples-attic/springsource-cloudfoundry-samples,266,245,19089,186,0,NULL,NULL
3534,13635656,https://github.com/JesseGu/SinVoice,277,14,659,156,0,NULL,NULL
3535,13626089,https://github.com/inmite/android-grid-wichterle,413,14,823,75,0,NULL,NULL
3536,13518924,https://github.com/Fanping/iveely.search,222,235,346699,171,4,NULL,NULL
3538,2433623,https://github.com/cloudfoundry/cf-java-client,255,4127,63955,253,88,NULL,NULL
3539,13773129,https://github.com/paulc4/mvc-exceptions,248,92,515,164,1,NULL,NULL
3540,13850187,https://github.com/MinecraftForge/ForgeGradle,217,1122,3883,108,3,NULL,NULL
3541,13877824,https://github.com/mgouline/android-samples,255,42,748,93,0,NULL,NULL
3542,13038739,https://github.com/tibi1712/Folding-Android,294,25,10710,107,0,NULL,NULL
3543,13038929,https://github.com/tibi1712/FoldingNavigationDrawer-Android,248,12,1643,115,0,NULL,NULL
3544,13929787,https://github.com/SonarSource/sonarlint-intellij,275,936,34217,65,64,NULL,NULL
3545,13547035,https://github.com/giltene/jHiccup,423,184,841,64,12,NULL,NULL
3546,14012309,https://github.com/learnNcode/GmailLikePullToRefresh,214,17,321,37,0,NULL,NULL
3547,14055973,https://github.com/nikwen/DynamicShareActionProvider,239,12,620,55,0,NULL,NULL
3548,14109623,https://github.com/vogellacompany/codeexamples-android,377,140,50226,642,0,NULL,NULL
3549,14173188,https://github.com/EsotericSoftware/yamlbeans,318,119,330,104,8,NULL,NULL
3550,14199740,https://github.com/jreijn/spring-comparing-template-engines,259,54,98,76,0,NULL,NULL
3551,3562089,https://github.com/continuumsecurity/bdd-security,385,399,650443,106,2,NULL,NULL
3552,14281688,https://github.com/DWorkS/AStickyHeader,395,32,1977,124,0,NULL,NULL
3553,14305312,https://github.com/steelkiwi/AndroidRecording,381,15,744,132,0,NULL,NULL
3555,8862411,https://github.com/asciidoctor/asciidoctorj,337,609,2718,108,32,NULL,NULL
3556,14372962,https://github.com/shamanland/fonticon,253,73,857,56,2,NULL,NULL
3557,14357906,https://github.com/jnode/jnode,211,6169,279938,66,0,NULL,NULL
3558,14391989,https://github.com/angelozerr/angularjs-eclipse,339,456,2333,99,19,NULL,NULL
3559,12450391,https://github.com/crosswalk-project/crosswalk-cordova-android,205,2766,75292,57,0,NULL,NULL
3560,14545249,https://github.com/phishman3579/android-heart-rate-monitor,321,32,52,206,0,NULL,NULL
3561,14549880,https://github.com/Sonelli/juicessh-performancemonitor,346,66,639,140,1,NULL,NULL
3562,14627661,https://github.com/analytically/innerbuilder,215,158,869,58,2,NULL,NULL
3564,13824226,https://github.com/ssomai/ScalableLayout,240,193,5313,101,7,NULL,NULL
3565,14801236,https://github.com/learnNcode/MediaChooser,355,57,7550,130,0,NULL,NULL
3566,11298679,https://github.com/mozilla/vtt.js,234,517,1388,68,44,NULL,NULL
3567,14967972,https://github.com/JakeWharton/madge,391,50,213,13,6,NULL,NULL
3568,14829187,https://github.com/kite-sdk/kite,332,2496,48578,218,15,NULL,NULL
3569,14904280,https://github.com/Hipmob/gifanimateddrawable,219,9,1028,71,0,NULL,NULL
3570,14828209,https://github.com/diegocarloslima/FloatingGroupExpandableListView,366,50,2058,130,3,NULL,NULL
3571,15049969,https://github.com/dolphinwang/ImageCoverFlow,404,8,792,134,0,NULL,NULL
3572,15079027,https://github.com/adakoda/android-screen-monitor,398,11,7634,138,7,NULL,NULL
3573,14997161,https://github.com/denimgroup/threadfix,323,5296,119033,114,47,NULL,NULL
3574,14984085,https://github.com/BottegaIT/ddd-leaven-v2,445,21,385,140,0,NULL,NULL
3575,14905791,https://github.com/theredsunrise/AndroidCoolDragAndDropGridView,356,6,816,96,0,NULL,NULL
3576,13601636,https://github.com/Netflix/aegisthus,270,123,621,79,2,NULL,NULL
3577,11527775,https://github.com/flaxsearch/luwak,311,568,7297,71,7,NULL,NULL
3578,13000084,https://github.com/PhilipsHue/PhilipsHueSDK-Java-MultiPlatform-Android,229,50,5389,231,1,NULL,NULL
3579,1304416,https://github.com/plantuml/plantuml-server,293,226,6852,107,11,NULL,NULL
3580,15200693,https://github.com/RemiKoutcherawy/OriSim3D-Android,239,5,1352,81,1,NULL,NULL
3581,4399506,https://github.com/thymeleaf/thymeleaf-spring,230,747,1864,114,83,NULL,NULL
3582,15169312,https://github.com/diegocarloslima/ByakuGallery,302,38,31086,96,1,NULL,NULL
3583,7777477,https://github.com/ligi/PassAndroid,376,1530,8454,82,98,NULL,NULL
3584,15223210,https://github.com/joshlong/boot-examples,207,52,587,161,0,NULL,NULL
3585,12151814,https://github.com/gwtbootstrap3/gwtbootstrap3,340,1012,6967,153,14,NULL,NULL
3586,15237269,https://github.com/eclipse/kura,219,4182,165374,175,38,NULL,NULL
3587,15242520,https://github.com/CharonChui/CyberLink4Android,275,23,1129,125,0,NULL,NULL
3588,14212940,https://github.com/awslabs/amazon-kinesis-client,354,150,1309,250,36,NULL,NULL
3589,5912634,https://github.com/47deg/appsly-android-rest,213,188,3503,52,1,NULL,NULL
3590,15256525,https://github.com/zhangkaitao/spring4-showcase,333,46,167,369,0,NULL,NULL
3591,15277739,https://github.com/lemonlabs/ExpandableButtonMenu,322,15,1163,127,2,NULL,NULL
3592,15100309,https://github.com/iSECPartners/Introspy-Android,351,49,3075,122,0,NULL,NULL
3593,15289581,https://github.com/cache2k/cache2k,254,1631,5820,32,24,NULL,NULL
3594,14697005,https://github.com/awslabs/amazon-kinesis-connectors,283,24,534,158,3,NULL,NULL
3595,15583369,https://github.com/hillfly/WifiChat,314,54,8782,241,2,NULL,NULL
3597,15071115,https://github.com/javers/javers,383,2083,7039,125,162,NULL,NULL
3598,16336212,https://github.com/glowroot/glowroot,429,3621,28688,94,49,NULL,NULL
3599,15449788,https://github.com/brucexx/heisenberg,367,74,1102,206,5,NULL,NULL
3601,15545140,https://github.com/IanGClifton/AndroidFloatLabel,493,44,1125,104,5,NULL,NULL
3602,15528214,https://github.com/jgilfelt/GhostLog,354,106,1095,58,4,NULL,NULL
3603,16829910,https://github.com/chiehmin/MinMinGuard,287,395,9884,102,16,NULL,NULL
3604,14568895,https://github.com/iSECPartners/Android-SSL-TrustKiller,400,6,943,91,1,NULL,NULL
3605,15475337,https://github.com/addthis/hydra,423,2798,29097,83,192,NULL,NULL
3606,15693020,https://github.com/jhunters/jprotobuf,333,447,4286,171,85,NULL,NULL
3608,15784307,https://github.com/nicolasjafelle/PagingGridView,285,10,304,74,0,NULL,NULL
3609,15799524,https://github.com/jenkinsci/docker-plugin,367,855,1732,249,48,NULL,NULL
3610,15573192,https://github.com/carymrobbins/intellij-haskforce,437,1120,32303,34,46,NULL,NULL
3611,12805917,https://github.com/MoshDev/BackgroundViewPager,268,16,5386,46,0,NULL,NULL
3612,15947924,https://github.com/MarsVard/IonIconView,277,17,7947,52,0,NULL,NULL
3613,14145634,https://github.com/googledrive/android-demos,439,165,3714,291,0,NULL,NULL
3614,11645439,https://github.com/opensciencemap/vtm,207,1852,56681,124,1,NULL,NULL
3615,15440789,https://github.com/skadistats/clarity,345,593,4237,90,6,NULL,NULL
3616,14908777,https://github.com/googledrive/android-quickstart,231,35,582,168,0,NULL,NULL
3617,16025583,https://github.com/VKCOM/vk-android-sdk,332,251,1565,208,30,NULL,NULL
3618,16026889,https://github.com/erchenger/SizeAdjustingTextView,256,19,946,52,0,NULL,NULL
3619,16073886,https://github.com/Shusshu/Android-RecurrencePicker,236,42,675,58,5,NULL,NULL
3620,16115996,https://github.com/codingforinterviews/practice-problems,268,53,833,92,0,NULL,NULL
3621,16148181,https://github.com/TomRoush/PdfBox-Android,278,201,66104,82,5,NULL,NULL
